Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
114397.0,-0.273955749324882,0.042612757604856,0.951897149734537,-2.14139666435352,0.0521657241242243,0.265650928914499,-0.0422052784109784,0.0332694520542901,-0.747001780890857,-0.0135937163386619,-1.58202185330037,-1.00119878431672,0.530818936581832,-0.719317958814049,-0.105224304713017,1.25645375575748,-0.176952585076095,-0.85319338734696,0.592864552816577,0.0867127150043777,0.364916966758012,1.01868438534017,-0.327453040423564,0.0735944269878536,-0.0875501180627508,-0.107575917919555,0.0272381847970405,0.137070261686187,22.0,0
159196.0,-1.9054512418977,2.27236021015319,-1.38272166883639,0.869587695457846,-0.370346933807296,-0.856581227550112,0.0204362990974566,1.31353370442418,-0.450614623625567,0.504954692901613,-0.137545061939149,-0.28188306955621,-2.83314913297272,1.96060024039039,-0.800826887627085,-0.611241127567185,0.606160840038453,0.48944665329425,0.924629658928975,-0.0640401337723642,0.172947913785808,0.468435551766706,-0.114319177695939,-0.0473889723575212,0.110792110311009,-0.369386780351026,0.367603360870018,0.209284750697046,5.99,0
32998.0,1.29342735806295,0.619271113221436,-0.936909288015372,0.62227333775572,0.747721733448354,-0.497218232711636,0.346314635698198,-0.152042882147977,-0.183227461033558,-0.769066023269368,-0.256396129590735,-0.0892229041382284,0.500004064939669,-1.41091680695097,1.23083344695677,0.481269895082147,0.983905340230829,0.0340773350556259,-0.411535188831292,-0.0452754229747031,-0.176155247163994,-0.388113465314059,-0.163105266620114,-0.865768859891882,0.625489540449338,0.44908961973078,-0.0122846886836575,0.0319468467120131,0.76,0
41991.0,-4.56634156694274,3.35345148012501,-4.57202780762531,3.61611930403552,-2.49313810882875,-1.0899997127127,-5.55143306976649,0.44778308394893,-2.42441402571208,-5.69992228265959,3.58682418337431,-6.63622904939297,-1.1281764439465,-7.24554959537009,0.638325536245456,-6.85681003898144,-8.85187850534679,-4.5918832274368,0.936939858866071,-0.249127726683026,2.67446587862872,-0.0208799797343963,-0.302447083877198,-0.0863964000107124,-0.516059779833395,-0.295102234035121,0.195985145691014,0.141115102721758,1.0,1
82977.0,1.15143112476337,-0.0524366125643298,1.27882702762295,1.3460084232464,-1.00642174179799,-0.206452252694267,-0.577897019790633,0.106512135020996,0.932956653869406,-0.194025893121494,-0.836389536460995,0.336678017591788,-0.240414604417516,-0.304995415858328,0.208454192610939,0.0907404102089107,-0.23224231779837,-0.0289378731613146,-0.209927087022161,-0.150294327776808,-0.0651647171601102,0.0039697407740785,-0.0014164583849139,0.388549797955531,0.405433291637586,-0.408413335198849,0.0705649544198049,0.0378635986989043,9.99,0
126178.0,1.01294525075632,-1.67126322486095,-1.65895715098398,1.6616070792653,-0.325842940979102,-0.059439204015124,0.595869311252547,-0.245531443273576,0.589793296909297,0.0004300883156584,-1.13663406322797,0.196309860707437,0.120506195829069,0.270692735157651,0.261462049671492,-0.0643210834270849,-0.498618041888243,0.284911677034488,-0.78173666067473,0.808024312432291,0.708080089013725,1.09231365436819,-0.53352460545088,0.670778613956493,0.242276398416779,-0.323294551277078,-0.0747552948811737,0.0455414267806463,521.91,0
65990.0,-0.7084778893758,0.855053140990449,0.584464184109164,0.61476328546261,0.754670856542547,0.797521814559236,1.5081595259832,-0.398022768477685,-0.408781283147902,0.227538113668519,-1.25341890021813,-0.386779620573553,0.488624359113423,-0.0308304975128668,1.35124149199924,-0.15519248544068,-0.571801528113581,-0.521216243713481,0.847582144693353,-0.128199113404649,-0.482240007376942,-1.13748182725379,-0.0468338563587232,-1.3717298801663,-0.626146914719658,-0.787670123260384,-0.28973569020684,-0.0232680439471697,152.15,0
93742.0,-3.29112509261551,4.4011941515981,-8.39421162258901,4.45357956949695,-4.79005451824953,-4.24018208232724,-9.21900099642753,1.97402995723142,-2.91294270907847,-13.540168238225,9.41303953977606,-18.0475965708216,-0.728186553999085,-15.3930448312636,0.3494850489774,-13.30388757707,-21.2979057823155,-7.26231079476482,2.27422550991903,1.4908691418867,2.10234346771868,0.597370314627801,-0.328086184026121,0.445752402449364,0.585280580866405,-0.399005421878678,2.11600444233121,1.05074380386505,1.0,1
84204.0,-0.937843305478391,3.46288948991687,-6.44510395393435,4.9321986662268,-2.23398306982245,-2.29156112129773,-5.69559392853253,1.33882463362261,-4.32237655329329,-8.0991193981365,7.18296700883659,-9.44594338249901,-0.314619967520224,-12.9914655817567,-0.136358931959623,-6.36752437517144,-12.7343938853776,-3.84512965889743,1.00766725992114,1.12953228130351,1.06655024941577,-0.521657289347299,-0.319917292909547,-0.405859088093617,0.906802159957716,1.16578389011737,1.37449533233535,0.729889341911333,0.0,1
121902.0,-1.47728488010613,0.591317535347431,1.39675501172038,-1.5497210130891,-0.035484302698628,1.03207034538016,-0.279202864306657,0.838761380639976,0.243455232504974,-1.01289081045985,-0.683952266638408,-0.26667400722192,-0.911872003142987,0.116038322166431,-0.285129458284668,1.54482399874355,-1.29912966246694,1.15476002572989,-0.136229060825399,-0.289961150866161,0.0471465825917901,-0.174829859615516,-0.451011819672518,-0.347363848203611,0.350994347766032,0.514528339074234,-0.353710268689415,-0.0844270530507274,47.85,0
171284.0,2.10785770987947,-0.77245396966629,-1.18412246535761,-0.661845561953274,-0.809531894400202,-1.63023358129265,-0.129583441670114,-0.459520535850449,-0.507720046370077,0.774307993742385,-0.327510441996782,-0.301469061825848,-0.0193175750894737,0.0132276990846725,-0.341235985410109,0.505810412137301,0.549934369504857,-2.00054650627711,0.653279689509992,0.0168343495830556,0.0798374741214521,0.173486489595767,0.207309569086947,0.47168752732006,-0.0853178893477393,-0.311688278509811,-0.0476743740287627,-0.0514921161915559,54.98,0
11092.0,0.378274504006009,3.91479678866992,-5.72687201536627,6.09414095882864,1.69887526405022,-2.8073139468834,-0.591118212837213,-0.123495593086659,-2.53071281390832,-5.15309460989926,4.65408842254301,-7.83953899762349,1.37181858033581,-9.63468971263612,-0.739596855842826,-0.663203945673478,0.891934540534899,0.978675639075006,-2.00547660274646,0.440439440893876,0.149895683076911,-0.601967245529085,-0.613724335539499,-0.403113687819411,1.568445255978,0.52188393400233,0.527937749881352,0.411910405834512,1.0,1
38262.0,0.981964455817383,0.047209528287112,1.20676404376871,2.52467504068942,-0.301263896928967,1.2873587920576,-0.691801642684658,0.557429832846973,-0.153556719194311,0.619404804012553,1.03349205132951,0.581600741130808,-0.870785198897859,0.0737527982498612,-0.538270787077391,0.0870697042390772,0.0021232322442982,-0.457287380580825,-1.30021265446162,-0.238266318580712,0.174726084626448,0.653666960466682,-0.047357069061937,-0.285332074723329,0.325277494604403,0.19289994682859,0.052071130273081,0.0116150432049419,15.92,0
47545.0,1.17671575912859,0.557090903443645,-0.490799622910899,0.756424293386678,0.2491915585394,-0.781870546568533,0.228750322026116,-0.0408400791377636,-0.432110564245139,-0.585778431385528,2.28193937592012,0.654566719272309,-0.310379432324912,-1.04370522504569,0.513750399321109,0.399177755263914,1.14313007770305,0.256013886486252,-0.511210088142662,-0.10277180482264,-0.0621660000083396,-0.128168129786567,-0.0401759895545737,0.110040347467026,0.437891432381746,0.368808854483266,-0.0182873480981415,0.0311734033163997,0.76,1
120383.0,-1.51257109984702,-0.98689441882906,-0.789600477842947,1.20510974669876,1.07401181712729,-0.685836581843876,0.890547344058475,-0.66258360717349,0.162981469037376,1.37143810825821,-0.615303486308619,-0.314526323296979,0.694808551503979,-0.0141839109886357,1.98695947579622,-0.957507374292683,0.105105041530031,0.206909219964507,2.59581376637608,-0.17109755902598,-0.0137350848415304,1.37691857551032,0.734865443151784,0.716699684393785,-0.982136644122584,1.02770697131393,0.417895502924114,0.410611300757281,156.2,0
